"V1","V2","V3","V4","V5"
73.3333333333333,93.3333333333333,80,100,93.3333333333333
80,80,93.3333333333333,100,66.6666666666667
73.3333333333333,93.3333333333333,100,93.3333333333333,93.3333333333333
86.6666666666667,80,93.3333333333333,73.3333333333333,93.3333333333333
86.6666666666667,100,86.6666666666667,93.3333333333333,93.3333333333333
93.3333333333333,93.3333333333333,93.3333333333333,100,93.3333333333333
86.6666666666667,100,100,86.6666666666667,93.3333333333333
93.3333333333333,86.6666666666667,100,93.3333333333333,93.3333333333333
86.6666666666667,100,100,100,100
93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333
55.8823529411765,55.8823529411765,52.9411764705882,44.1176470588235,52.9411764705882
58.8235294117647,50,64.7058823529412,52.9411764705882,55.8823529411765
47.0588235294118,64.7058823529412,64.7058823529412,61.7647058823529,50
58.8235294117647,50,61.7647058823529,47.0588235294118,64.7058823529412
50,64.7058823529412,61.7647058823529,44.1176470588235,55.8823529411765
44.1176470588235,61.7647058823529,58.8235294117647,64.7058823529412,52.9411764705882
61.7647058823529,47.0588235294118,58.8235294117647,38.2352941176471,55.8823529411765
47.0588235294118,55.8823529411765,64.7058823529412,47.0588235294118,58.8235294117647
52.9411764705882,58.8235294117647,58.8235294117647,35.2941176470588,58.8235294117647
50,55.8823529411765,64.7058823529412,73.5294117647059,70.5882352941177
79.2207792207792,76.6233766233766,77.9220779220779,78.3549783549784,68.8311688311688
77.9220779220779,70.5627705627706,80.9523809523809,74.8917748917749,78.7878787878788
83.1168831168831,72.2943722943723,74.8917748917749,76.6233766233766,78.7878787878788
77.4891774891775,79.2207792207792,81.8181818181818,73.1601731601732,78.3549783549784
80.5194805194805,81.3852813852814,78.3549783549784,81.8181818181818,76.1904761904762
78.7878787878788,84.8484848484848,82.2510822510823,72.7272727272727,77.9220779220779
77.0562770562771,80.0865800865801,82.6839826839827,74.025974025974,80.9523809523809
80.5194805194805,77.0562770562771,78.3549783549784,77.0562770562771,76.6233766233766
82.2510822510823,76.6233766233766,80.9523809523809,76.1904761904762,73.1601731601732
79.6536796536797,73.1601731601732,81.3852813852814,75.3246753246753,80.0865800865801
80.9619238476954,82.9659318637275,77.7555110220441,80.3607214428858,83.5671342685371
81.9639278557114,78.9579158316633,79.1583166332665,82.1643286573146,78.5571142284569
79.1583166332665,79.559118236473,76.9539078156313,78.5571142284569,79.9599198396794
80.9619238476954,78.7575150300601,81.563126252505,80.3607214428858,80.9619238476954
81.1623246492986,80.7615230460922,77.9559118236473,78.9579158316633,80.3607214428858
79.559118236473,78.1563126252505,80.7615230460922,81.1623246492986,80.9619238476954
