"V1","V2","V3","V4","V5"
93.3333333333333,80,73.3333333333333,80,93.3333333333333
73.3333333333333,93.3333333333333,80,86.6666666666667,86.6666666666667
100,93.3333333333333,80,86.6666666666667,86.6666666666667
80,100,80,100,93.3333333333333
100,93.3333333333333,93.3333333333333,93.3333333333333,100
80,100,100,86.6666666666667,93.3333333333333
100,80,86.6666666666667,93.3333333333333,100
93.3333333333333,100,100,93.3333333333333,86.6666666666667
100,86.6666666666667,80,86.6666666666667,100
100,100,100,93.3333333333333,80
47.0588235294118,44.1176470588235,50,55.8823529411765,55.8823529411765
52.9411764705882,35.2941176470588,61.7647058823529,52.9411764705882,64.7058823529412
52.9411764705882,64.7058823529412,52.9411764705882,47.0588235294118,64.7058823529412
44.1176470588235,73.5294117647059,50,50,52.9411764705882
55.8823529411765,55.8823529411765,47.0588235294118,55.8823529411765,64.7058823529412
58.8235294117647,44.1176470588235,50,61.7647058823529,50
44.1176470588235,64.7058823529412,70.5882352941177,50,55.8823529411765
55.8823529411765,44.1176470588235,41.1764705882353,55.8823529411765,52.9411764705882
58.8235294117647,64.7058823529412,47.0588235294118,58.8235294117647,61.7647058823529
47.0588235294118,47.0588235294118,55.8823529411765,55.8823529411765,47.0588235294118
73.1601731601732,80.5194805194805,77.0562770562771,70.995670995671,71.8614718614719
78.7878787878788,69.6969696969697,78.7878787878788,77.9220779220779,78.7878787878788
75.3246753246753,76.1904761904762,79.6536796536797,76.6233766233766,77.9220779220779
82.6839826839827,70.995670995671,79.2207792207792,79.2207792207792,77.4891774891775
79.6536796536797,77.0562770562771,79.6536796536797,79.2207792207792,78.7878787878788
82.2510822510823,75.3246753246753,76.6233766233766,80.5194805194805,84.8484848484848
78.3549783549784,77.4891774891775,79.6536796536797,78.7878787878788,81.8181818181818
78.3549783549784,74.025974025974,79.6536796536797,78.7878787878788,80.5194805194805
77.4891774891775,81.3852813852814,82.2510822510823,75.7575757575758,80.5194805194805
79.6536796536797,78.3549783549784,74.8917748917749,77.9220779220779,80.0865800865801
79.559118236473,80.7615230460922,78.7575150300601,79.559118236473,78.9579158316633
79.7595190380761,81.3627254509018,78.9579158316633,81.1623246492986,80.561122244489
81.7635270541082,79.1583166332665,79.3587174348697,79.3587174348697,78.9579158316633
79.7595190380761,80.7615230460922,80.1603206412826,81.3627254509018,80.9619238476954
79.9599198396794,79.7595190380761,80.1603206412826,77.9559118236473,78.3567134268537
80.3607214428858,81.3627254509018,79.3587174348697,79.9599198396794,79.3587174348697
80.561122244489,80.9619238476954,77.9559118236473,78.5571142284569,78.7575150300601
79.559118236473,82.565130260521,79.3587174348697,81.1623246492986,80.9619238476954
80.9619238476954,79.559118236473,78.7575150300601,78.3567134268537,78.9579158316633
80.1603206412826,80.561122244489,80.7615230460922,80.7615230460922,81.1623246492986
87.3134328358209,72.3880597014925,77.6119402985075,83.5820895522388,81.3432835820896
82.089552238806,87.3134328358209,82.8358208955224,80.5970149253731,88.8059701492537
86.5671641791045,81.3432835820896,80.5970149253731,79.1044776119403,81.3432835820896
