"V1","V2","V3","V4","V5"
93.3333333333333,53.3333333333333,100,80,86.6666666666667
86.6666666666667,80,86.6666666666667,86.6666666666667,66.6666666666667
80,80,66.6666666666667,100,86.6666666666667
93.3333333333333,86.6666666666667,86.6666666666667,86.6666666666667,93.3333333333333
80,93.3333333333333,100,86.6666666666667,93.3333333333333
93.3333333333333,93.3333333333333,86.6666666666667,100,86.6666666666667
86.6666666666667,100,100,93.3333333333333,100
93.3333333333333,100,93.3333333333333,100,93.3333333333333
86.6666666666667,93.3333333333333,100,100,100
100,93.3333333333333,86.6666666666667,100,100
41.1764705882353,55.8823529411765,58.8235294117647,44.1176470588235,61.7647058823529
58.8235294117647,55.8823529411765,52.9411764705882,47.0588235294118,70.5882352941177
55.8823529411765,64.7058823529412,41.1764705882353,55.8823529411765,52.9411764705882
52.9411764705882,38.2352941176471,58.8235294117647,50,61.7647058823529
58.8235294117647,55.8823529411765,47.0588235294118,44.1176470588235,67.6470588235294
44.1176470588235,55.8823529411765,47.0588235294118,52.9411764705882,50
55.8823529411765,55.8823529411765,50,52.9411764705882,47.0588235294118
47.0588235294118,52.9411764705882,70.5882352941177,50,67.6470588235294
61.7647058823529,61.7647058823529,50,52.9411764705882,47.0588235294118
52.9411764705882,58.8235294117647,41.1764705882353,52.9411764705882,50
77.0562770562771,68.3982683982684,77.4891774891775,82.2510822510823,72.7272727272727
72.2943722943723,83.1168831168831,73.5930735930736,81.3852813852814,80.9523809523809
80.0865800865801,78.3549783549784,78.7878787878788,83.5497835497836,72.7272727272727
73.5930735930736,80.0865800865801,80.9523809523809,80.9523809523809,76.1904761904762
76.6233766233766,81.3852813852814,79.6536796536797,78.3549783549784,75.7575757575758
76.1904761904762,74.8917748917749,81.3852813852814,80.0865800865801,77.4891774891775
80.5194805194805,79.6536796536797,77.4891774891775,84.8484848484848,78.3549783549784
77.4891774891775,79.6536796536797,77.4891774891775,80.0865800865801,78.3549783549784
79.2207792207792,76.1904761904762,77.9220779220779,80.5194805194805,78.3549783549784
80.5194805194805,80.0865800865801,82.2510822510823,78.7878787878788,74.4588744588745
79.9599198396794,81.9639278557114,77.9559118236473,80.3607214428858,80.1603206412826
79.7595190380761,80.3607214428858,80.9619238476954,82.1643286573146,79.7595190380761
79.559118236473,83.7675350701403,79.9599198396794,78.7575150300601,80.561122244489
78.5571142284569,77.9559118236473,79.9599198396794,81.563126252505,78.9579158316633
79.1583166332665,82.3647294589178,79.3587174348697,79.1583166332665,80.9619238476954
79.9599198396794,79.9599198396794,80.7615230460922,80.561122244489,78.7575150300601
78.9579158316633,82.3647294589178,79.559118236473,78.9579158316633,80.561122244489
78.1563126252505,78.1563126252505,80.9619238476954,80.9619238476954,79.9599198396794
79.9599198396794,83.5671342685371,79.7595190380761,79.559118236473,80.3607214428858
78.9579158316633,77.5551102204409,80.9619238476954,80.3607214428858,78.9579158316633
81.3432835820896,82.8358208955224,84.3283582089552,76.1194029850746,85.0746268656716
85.0746268656716,84.3283582089552,88.8059701492537,81.3432835820896,83.5820895522388
79.8507462686567,81.3432835820896,84.3283582089552,77.6119402985075,82.089552238806
86.5671641791045,84.3283582089552,87.3134328358209,80.5970149253731,87.3134328358209
81.3432835820896,85.8208955223881,79.8507462686567,80.5970149253731,83.5820895522388
85.8208955223881,84.3283582089552,89.5522388059701,82.089552238806,83.5820895522388
81.3432835820896,84.3283582089552,83.5820895522388,78.3582089552239,81.3432835820896
88.0597014925373,85.0746268656716,88.0597014925373,79.1044776119403,86.5671641791045
82.089552238806,85.0746268656716,80.5970149253731,80.5970149253731,84.3283582089552
