"tx","bd","acc_g","tx.1","bd.1","acc_g.1","tx.2","bd.2","acc_g.2","tx.3","bd.3","acc_g.3","tx.4","bd.4","acc_g.4"
5,"wilt",93.9619520264682,10,"wilt",93.7965260545906,15,"wilt",93.631100082713,20,"wilt",93.631100082713,25,"wilt",93.631100082713
