"tx","bd","acc_g_o","tx.1","bd.1","acc_g_o.1","tx.2","bd.2","acc_g_o.2","tx.3","bd.3","acc_g_o.3","tx.4","bd.4","acc_g_o.4"
5,"leaf",4.76190476190476,10,"leaf",7.14285714285714,15,"leaf",25,20,"leaf",29.7619047619048,25,"leaf",32.1428571428571
