"tx","bd","acc_g_o","tx.1","bd.1","acc_g_o.1","tx.2","bd.2","acc_g_o.2","tx.3","bd.3","acc_g_o.3","tx.4","bd.4","acc_g_o.4"
5,"wilt",93.9619520264682,10,"wilt",93.5483870967742,15,"wilt",93.631100082713,20,"wilt",93.631100082713,25,"wilt",93.631100082713
